instance;approach;class;graph_density;link_capacity_ratio;prob_sharing_NFS;Objective_value;number_NFSs;dis_NFS;cent_NFS;number_nodes;number_active_node;proportion_active_node;total_nodes_capacity;total_load_node;av_node_load);most_loaded_node;number_of_arcs;number_active_links;propotyion_number_active_links;total_arc_capacity;total_arc_load;av_link_load;most_loaded_arc;avr_lat
52;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;110.75;8.0;2.0;6.0;10;3;0.3;560.0;0.023214285714285715;0.05416666666666667;0.1;18;8;0.4444444444444444;1259.6;0.1379026460738438;0.3071566769073413;0.5687881097560976;0.16625
53;MILP; tiny_moderate_low_strong;0.1;moderate;0.1;132.56;10.0;0.0;10.0;10;2;0.2;560.0;0.02857142857142857;0.1;0.125;24;8;0.3333333333333333;1695.2;0.08946215785747993;0.2707834012737087;0.48871656760772664;0.25375000000000003
53;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;132.0;10.0;0.0;10.0;10;2;0.2;560.0;0.02857142857142857;0.1;0.1875;24;8;0.3333333333333333;1695.2;0.11316880014157621;0.33947574304191824;0.48871656760772664;0.2821875
54;MILP; tiny_moderate_low_strong;0.1;moderate;0.1;148.56;12.0;0.0;12.0;10;2;0.2;560.0;0.02857142857142857;0.1;0.1;20;7;0.35;1527.8;0.1705807811818458;0.4751335540753411;0.7796963778409091;0.405625
54;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;148.5;12.0;0.0;12.0;10;2;0.2;560.0;0.02857142857142857;0.1;0.15;20;5;0.25;1527.8;0.14018834288761026;0.5543473292966319;0.7796963778409091;0.3325
55;MILP; tiny_moderate_low_strong;0.1;moderate;0.1;131.7;10.0;1.999999999999999;8.0;10;3;0.3;560.0;0.030357142857142857;0.07083333333333332;0.125;24;8;0.3333333333333333;1851.9999999999998;0.11173386083308359;0.33251330763624987;0.5686856407322655;0.30124999999999996
55;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;129.8;10.0;4.0;6.0;10;4;0.4;560.0;0.030357142857142857;0.053125;0.07500000000000001;24;12;0.5;1851.9999999999998;0.12830696700716124;0.2500648439379079;0.6189679327521793;0.238125
56;MILP; tiny_moderate_low_strong;0.1;moderate;0.1;149.37;12.0;3.999999999999999;8.0;10;3;0.3;560.0;0.026785714285714284;0.0625;0.125;24;15;0.625;1789.5999999999997;0.21642061492455664;0.35044628729196553;0.9984946013289036;0.41625
56;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;149.4;12.0;4.0;8.0;10;3;0.3;560.0;0.026785714285714284;0.0625;0.125;24;17;0.7083333333333334;1789.5999999999997;0.20561041266298957;0.30293410995080255;0.8171239588995399;0.49874999999999997
57;MILP; tiny_moderate_low_strong;0.1;moderate;0.1;168.88;12.0;4.0;8.0;10;3;0.3;560.0;0.03571428571428571;0.08333333333333333;0.125;20;10;0.5;1429.4;0.16295053136754037;0.3492132834714122;0.914640273311897;0.3275
57;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;168.6;12.0;4.0;8.0;10;3;0.3;560.0;0.03571428571428571;0.08333333333333333;0.125;20;11;0.55;1429.4;0.1672318124497572;0.31450014568733553;0.6118215875375803;0.30562500000000004
58;MILP; tiny_moderate_low_strong;0.1;moderate;0.1;154.92000000000002;13.0;4.0;9.0;10;2;0.2;560.0;0.033928571428571426;0.11875000000000001;0.1625;20;6;0.3;1458.5999999999997;0.1126891921352134;0.35230567837142956;0.5308283358320839;0.19249999999999995
58;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;154.9;13.0;0.0;13.0;10;3;0.3;560.0;0.033928571428571426;0.07916666666666666;0.1875;20;12;0.6;1458.5999999999997;0.2339736487367558;0.37075796410538175;0.8555064577278758;0.28812499999999996
59;MILP; tiny_moderate_low_strong;0.1;moderate;0.1;160.39999999999998;12.0;3.9999999999999987;8.0;10;3;0.3;560.0;0.04285714285714286;0.09999999999999999;0.15000000000000002;20;7;0.35;1509.9999999999995;0.16208621275346016;0.4335535629248693;0.7309765122265122;0.3775
59;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;160.8;12.0;4.0;8.0;10;3;0.3;560.0;0.04285714285714286;0.10000000000000002;0.15000000000000002;20;9;0.45;1509.9999999999995;0.17371724753190354;0.3615525545158506;0.823736442393394;0.3775
60;MILP; tiny_moderate_low_strong;0.1;moderate;0.1;149.32;11.0;0.0;11.0;10;2;0.2;560.0;0.026785714285714284;0.09375;0.12499999999999999;20;9;0.45;1493.7999999999997;0.22348624313830504;0.48228506181440534;0.822067387687188;0.3075
60;Heuristic;tiny_moderate_low_strong;0.1;moderate;0.1;149.4;11.0;0.0;11.0;10;3;0.3;560.0;0.026785714285714284;0.0625;0.1;20;13;0.65;1493.7999999999997;0.2839373969252864;0.4198254898856331;0.9283208224543081;0.5443749999999999
61;MILP; tiny_tight_low_weak;0.1;tight;0.75;90.18;8.0;0.0;8.0;10;2;0.2;112.0;0.08928571428571429;0.3125;0.3125;24;9;0.375;508.00000000000006;0.20533956692913383;0.5701384270371525;0.7179831288343558;0.329375
61;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;89.9;8.0;2.0;6.0;10;3;0.3;112.0;0.08928571428571429;0.20833333333333334;0.3125;24;11;0.4583333333333333;508.00000000000006;0.2455831355466617;0.5062483203078237;0.8371838722520203;0.31875
62;MILP; tiny_tight_low_weak;0.1;tight;0.75;126.46000000000001;9.0;6.0;2.9999999999999996;10;2;0.2;112.0;0.11607142857142858;0.40625;0.5;26;6;0.23076923076923078;606.8;0.16021547462096244;0.670067763957273;0.9232271634615384;0.21187499999999998
62;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;127.7;9.0;2.0;7.0;10;3;0.3;112.0;0.11607142857142858;0.2708333333333333;0.4375;26;8;0.3076923076923077;606.8;0.22350856954515494;0.7346660963644814;0.979751275510204;0.26375000000000004
63;MILP; tiny_tight_low_weak;0.1;tight;0.75;149.86;11.0;1.9999999999999996;9.0;10;3;0.3;112.0;0.15178571428571427;0.3541666666666667;0.6875;22;10;0.45454545454545453;536.0;0.22356545346886364;0.45209639960601516;0.5945342664092664;0.31875
63;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;149.0;11.0;2.0;9.0;10;3;0.3;112.0;0.15178571428571427;0.3541666666666667;0.6875;22;10;0.45454545454545453;536.0;0.18486447409907383;0.38306693321912866;0.7346211577490936;0.255
64;MILP; tiny_tight_low_weak;0.1;tight;0.75;171.07999999999998;14.0;7.0;6.999999999999999;10;4;0.4;112.0;0.14285714285714285;0.25;0.3125;24;14;0.5833333333333334;507.80000000000007;0.3100398242731834;0.6020110550241701;0.9416555851063829;0.27499999999999997
64;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;172.8;14.0;4.0;10.0;10;3;0.3;112.0;0.14285714285714285;0.3333333333333333;0.375;24;9;0.375;507.80000000000007;0.20205719140440798;0.589143214533961;0.9416555851063829;0.17625000000000002
65;MILP; tiny_tight_low_weak;0.1;tight;0.75;103.74000000000001;8.0;0.0;8.0;10;2;0.2;112.0;0.10714285714285714;0.375;0.5625;22;10;0.45454545454545453;496.00000000000006;0.2144258528226806;0.45818916385921293;0.7827057453416149;0.3725
65;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;101.6;8.0;0.0;8.0;10;1;0.1;112.0;0.10714285714285714;0.75;0.75;22;9;0.4090909090909091;496.00000000000006;0.2591040826612903;0.6462211895275383;0.9259054770318021;0.43374999999999997
66;MILP; tiny_tight_low_weak;0.1;tight;0.75;120.05;9.0;0.0;9.0;10;2;0.2;112.0;0.14285714285714285;0.5;0.625;26;10;0.38461538461538464;621.4;0.28455151673640167;0.6877187559072304;0.926476226993865;0.31499999999999995
66;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;116.6;9.0;2.0;7.0;10;2;0.2;112.0;0.14285714285714285;0.5;0.75;26;15;0.5769230769230769;621.4;0.3357272726337665;0.6162856137429422;0.94384765625;0.47375
67;MILP; tiny_tight_low_weak;0.1;tight;0.75;98.49999999999999;7.0;0.0;7.0;10;2;0.2;112.0;0.07142857142857142;0.24999999999999997;0.31249999999999994;22;7;0.3181818181818182;548.8;0.15777320973032072;0.47999949604431025;0.6114411157024794;0.32437499999999997
67;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;98.5;7.0;0.0;7.0;10;3;0.3;112.0;0.07142857142857142;0.16666666666666666;0.25;22;9;0.4090909090909091;548.8;0.2522853433912072;0.5774624071163261;0.9922466856060607;0.5109375
68;MILP; tiny_tight_low_weak;0.1;tight;0.75;112.7;9.0;0.0;9.0;10;2;0.2;112.0;0.09821428571428571;0.34375;0.375;26;9;0.34615384615384615;622.2;0.22616321118611377;0.6629403829364536;0.7761270491803278;0.390625
68;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;112.7;9.0;0.0;9.0;10;2;0.2;112.0;0.09821428571428571;0.34375;0.375;26;9;0.34615384615384615;622.2;0.2399750883960141;0.6672409009637501;0.8851674641148326;0.349375
69;MILP; tiny_tight_low_weak;0.1;tight;0.75;181.15;14.0;5.0;9.0;10;3;0.3;112.0;0.16071428571428573;0.375;0.625;30;11;0.36666666666666664;694.6;0.22540001731216822;0.6011388767734206;0.8959027902403874;0.2475
69;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;182.8;14.0;5.0;9.0;10;3;0.3;112.0;0.16071428571428573;0.375;0.5;30;12;0.4;694.6;0.19660383583041938;0.4839348997364891;0.8018718274111676;0.2175
70;MILP; tiny_tight_low_weak;0.1;tight;0.75;93.32;7.999999999999999;0.0;7.999999999999999;10;1;0.1;112.0;0.08035714285714284;0.5624999999999999;0.5624999999999999;32;8;0.25;727.0;0.19807427785419532;0.7911790862853209;0.9215856481481481;0.359375
70;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;93.3;8.0;0.0;8.0;10;1;0.1;112.0;0.08035714285714286;0.5625;0.5625;32;11;0.34375;727.0;0.26448590096286106;0.7699065427632203;0.896677927927928;0.46249999999999997
71;MILP; tiny_tight_low_weak;0.1;tight;0.75;111.44;8.0;0.9999999999999996;7.0;10;2;0.2;112.0;0.11607142857142858;0.40625;0.75;22;8;0.36363636363636365;544.0;0.1994887513711172;0.5751337730611642;0.8296240771689066;0.280625
71;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;115.1;8.0;0.0;8.0;10;2;0.2;112.0;0.11607142857142858;0.40625;0.4375;22;9;0.4090909090909091;544.0;0.20453673557323568;0.4722771251441974;0.7052850723266602;0.285
72;MILP; tiny_tight_low_weak;0.1;tight;0.75;155.15;12.0;0.0;12.0;10;2;0.2;112.0;0.1875;0.65625;0.8125;22;10;0.45454545454545453;511.4000000000001;0.2764108137176239;0.5742573791381651;0.9917902542372882;0.26187499999999997
72;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;137.6;10.0;0.0;10.0;10;2;0.2;112.0;0.16071428571428573;0.5625;0.875;22;12;0.5454545454545454;511.4000000000001;0.3257355212838937;0.5869977391022273;0.9917902542372881;0.330625
73;MILP; tiny_tight_low_weak;0.1;tight;0.75;141.72;11.0;3.9999999999999996;7.0;10;4;0.4;112.0;0.17857142857142858;0.3125;0.49999999999999994;18;10;0.5555555555555556;408.6;0.3024064078088257;0.5119277114756696;0.779611013986014;0.238125
73;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;142.1;11.0;0.0;11.0;10;3;0.3;112.0;0.17857142857142858;0.4166666666666667;0.5;18;13;0.7222222222222222;408.6;0.43923403008335427;0.5739278095570106;0.8616526748823083;0.301875
74;MILP; tiny_tight_low_weak;0.1;tight;0.75;111.48;8.0;2.0;6.0;10;3;0.3;112.0;0.125;0.2916666666666667;0.4375;22;7;0.3181818181818182;504.59999999999997;0.212451694411415;0.6693340702052828;0.946875;0.303125
74;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;111.9;8.0;0.0;8.0;10;2;0.2;112.0;0.125;0.4375;0.4375;22;7;0.3181818181818182;504.59999999999997;0.212451694411415;0.6693340702052828;0.946875;0.303125
75;MILP; tiny_tight_low_weak;0.1;tight;0.75;148.88;10.0;0.0;10.0;10;2;0.2;112.0;0.16071428571428573;0.5625;0.5625;20;5;0.25;487.9999999999999;0.191438268442623;0.8092073453908639;0.9375;0.250625
75;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;146.1;10.0;0.0;10.0;10;2;0.2;112.0;0.16071428571428573;0.5625;0.5625;20;11;0.55;487.9999999999999;0.42757428278688536;0.7312226826219951;0.9375;0.515625
76;MILP; tiny_tight_low_weak;0.1;tight;0.75;97.91;7.0;0.0;7.0;10;2;0.2;112.0;0.125;0.4375;0.5;24;8;0.3333333333333333;584.6;0.24439787889154976;0.7960182653383392;0.9207274011299436;0.296875
76;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;98.3;7.0;2.0;5.0;10;2;0.2;112.0;0.125;0.4375;0.625;24;12;0.5;584.6;0.3473528908655491;0.6647740314712348;0.8866450471698113;0.519375
77;MILP; tiny_tight_low_weak;0.1;tight;0.75;170.22;13.0;0.0;13.0;10;3;0.3;112.0;0.14285714285714285;0.3333333333333333;0.625;24;13;0.5416666666666666;586.8000000000001;0.28745869429808696;0.5118094273708595;0.8020403882338537;0.306875
77;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;165.9;13.0;1.0;12.0;10;4;0.4;112.0;0.14285714285714285;0.25;0.5;24;15;0.625;586.8000000000001;0.3139481362877204;0.4918649212543954;0.797867650634672;0.32437499999999997
78;MILP; tiny_tight_low_weak;0.1;tight;0.75;106.29999999999998;7.999999999999999;1.9999999999999991;6.0;10;3;0.3;112.0;0.12499999999999999;0.29166666666666663;0.4375;22;13;0.5909090909090909;483.7999999999999;0.33024795073130353;0.5796369836678842;0.8815643491124261;0.416875
78;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;106.5;8.0;2.0;6.0;10;4;0.4;112.0;0.125;0.21875;0.4375;22;14;0.6363636363636364;483.7999999999999;0.198990311589109;0.30609845826689913;0.8288443674806689;0.17875
79;MILP; tiny_tight_low_weak;0.1;tight;0.75;116.41;9.0;0.0;9.0;10;1;0.1;112.0;0.125;0.875;0.875;20;11;0.55;463.59999999999997;0.2723758358498706;0.49509178652240193;0.6129092261904763;0.311875
79;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;116.44;9.0;0.0;9.0;10;1;0.1;112.0;0.125;0.875;0.875;20;10;0.5;463.59999999999997;0.2779874892148404;0.50891756082215;0.9484145220588236;0.31437499999999996
80;MILP; tiny_tight_low_weak;0.1;tight;0.75;157.03;12.999999999999998;6.999999999999998;6.0;10;4;0.4;112.0;0.15178571428571425;0.265625;0.625;18;11;0.6111111111111112;451.19999999999993;0.3198740668330634;0.5228230864545549;0.9595015009895701;0.17437500000000014
80;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;157.6;13.0;3.0;10.0;10;4;0.4;112.0;0.15178571428571427;0.265625;0.5;18;9;0.5;451.19999999999993;0.3065913564241525;0.5761280140135503;0.9595015009895701;0.12406249999999999
81;MILP; tiny_tight_low_weak;0.1;tight;0.75;124.20999999999998;9.0;1.9999999999999991;7.0;10;2;0.2;112.0;0.14285714285714285;0.49999999999999994;0.75;24;12;0.5;532.6;0.2745576355630099;0.5687922863991264;0.9389291158536586;0.38625
81;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;124.6;9.0;0.0;9.0;10;1;0.1;112.0;0.14285714285714285;1.0;1.0;24;11;0.4583333333333333;532.6;0.3041682313180623;0.6728041024732746;0.9540636042402827;0.433125
82;MILP; tiny_tight_low_weak;0.1;tight;0.75;143.21999999999997;11.0;5.0;6.0;10;5;0.5;112.0;0.16071428571428573;0.225;0.375;22;11;0.5;555.8;0.14057624839801247;0.2649350857869668;0.8105303933811521;0.17124999999999999
82;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;143.4;11.0;0.0;11.0;10;2;0.2;112.0;0.16071428571428573;0.5625;0.875;22;10;0.45454545454545453;555.8;0.31983739654552;0.6853040548138205;0.9441773504273505;0.41125
83;MILP; tiny_tight_low_weak;0.1;tight;0.75;107.05;9.0;0.0;9.0;10;2;0.2;112.0;0.10714285714285714;0.375;0.4375;24;10;0.4166666666666667;565.4;0.3520737530951539;0.773204932987348;0.8953125;0.35562499999999997
83;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;106.1;9.0;3.0;6.0;10;3;0.3;112.0;0.10714285714285714;0.25;0.3125;24;8;0.3333333333333333;565.4;0.2176334257466573;0.5597216097985953;0.8143587360594796;0.22437499999999996
84;MILP; tiny_tight_low_weak;0.1;tight;0.75;146.09999999999997;12.0;1.999999999999999;10.0;10;3;0.3;112.0;0.14285714285714282;0.33333333333333326;0.6249999999999999;18;9;0.5;442.6;0.20270634629421516;0.42003701488990147;0.8430351307189542;0.27375
84;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;135.8;11.0;2.0;9.0;10;4;0.4;112.0;0.13392857142857142;0.234375;0.3125;18;12;0.6666666666666666;442.6;0.3184031045011304;0.501971300164426;0.8441624532338061;0.2578125
85;MILP; tiny_tight_low_weak;0.1;tight;0.75;86.94;8.0;6.0;2.0;10;3;0.3;112.0;0.07142857142857142;0.16666666666666666;0.25;30;10;0.3333333333333333;689.7999999999998;0.21952694621629462;0.6580288048413651;0.9241495253164557;0.36437500000000006
85;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;87.44;8.0;0.0;8.0;10;2;0.2;112.0;0.07142857142857142;0.25;0.3125;30;13;0.43333333333333335;689.7999999999998;0.2934953972165846;0.650101401336917;0.9359975961538461;0.45312499999999994
86;MILP; tiny_tight_low_weak;0.1;tight;0.75;87.03999999999999;7.0;1.0;6.0;10;3;0.3;112.0;0.0625;0.14583333333333334;0.24999999999999997;18;7;0.3888888888888889;405.0;0.21724537037037037;0.5593574383027801;0.7868907942238267;0.36
86;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;87.06;7.0;0.0;7.0;10;2;0.2;112.0;0.0625;0.21875;0.3125;18;7;0.3888888888888889;405.0;0.21724537037037037;0.5593574383027801;0.7868907942238267;0.36
87;MILP; tiny_tight_low_weak;0.1;tight;0.75;132.06999999999996;10.0;3.0;6.999999999999998;10;3;0.3;112.0;0.16071428571428573;0.37499999999999994;0.4374999999999998;20;8;0.4;513.3999999999999;0.22020018792681817;0.5368572432934196;0.9432483277591974;0.2675
87;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;132.4;10.0;3.0;7.0;10;4;0.4;112.0;0.16071428571428573;0.28125;0.375;20;12;0.6;513.3999999999999;0.32868374773255116;0.5185647845738529;0.9432483277591974;0.30125
88;MILP; tiny_tight_low_weak;0.1;tight;0.75;230.12;19.0;0.0;19.0;10;3;0.3;112.0;0.19642857142857142;0.4583333333333333;0.75;26;13;0.5;630.5999999999998;0.2968006624783784;0.6126692702799034;0.961987341151518;0.371875
88;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;228.6;19.0;0.0;19.0;10;2;0.2;112.0;0.19642857142857142;0.6875;0.9375;26;17;0.6538461538461539;630.5999999999998;0.4086701986413891;0.640652136948751;0.938301282051282;0.5240624999999999
89;MILP; tiny_tight_low_weak;0.1;tight;0.75;152.31999999999996;10.999999999999998;3.9999999999999987;7.0;10;5;0.5;112.0;0.16071428571428567;0.22499999999999995;0.375;26;11;0.4230769230769231;542.5999999999999;0.2245456500990208;0.5329770263522237;0.8644153225806451;0.23500000000000004
89;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;150.9;11.0;3.0;8.0;10;4;0.4;112.0;0.16071428571428573;0.28125;0.5;26;10;0.38461538461538464;542.5999999999999;0.18401686023883704;0.5330542077987502;0.8644153225806451;0.1771875
90;MILP; tiny_tight_low_weak;0.1;tight;0.75;131.12;10.0;0.9999999999999994;9.0;10;3;0.3;112.0;0.15178571428571427;0.3541666666666667;0.5625;24;6;0.25;535.6000000000001;0.14923474453027963;0.6202808149028387;0.8960545757796866;0.2025
90;Heuristic;tiny_tight_low_weak;0.1;tight;0.75;130.5;10.0;2.0;8.0;10;3;0.3;112.0;0.15178571428571427;0.3541666666666667;0.5625;24;10;0.4166666666666667;535.6000000000001;0.23862086731698456;0.6194887069613754;0.8849431818181818;0.33687500000000004
91;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;138.68;9.999999999999998;6.0;3.999999999999999;10;3;0.3;560.0;0.03214285714285714;0.075;0.0875;22;8;0.36363636363636365;1667.0000000000002;0.10022022449548328;0.2708191285036234;0.41196469907407407;0.36812500000000004
91;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;139.8;10.0;0.0;10.0;10;1;0.1;560.0;0.03214285714285714;0.22499999999999998;0.22499999999999998;22;9;0.4090909090909091;1667.0000000000002;0.1281118776244751;0.2950636723563048;0.41196469907407407;0.526875
92;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;172.44;14.0;0.0;14.0;10;1;0.1;560.0;0.03214285714285714;0.22499999999999998;0.22499999999999998;24;5;0.20833333333333334;1802.3999999999996;0.14338520861074125;0.6742551494063795;0.9607664233576643;0.35062499999999996
92;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;172.6;14.0;0.0;14.0;10;2;0.2;560.0;0.03214285714285714;0.11249999999999999;0.19999999999999998;24;10;0.4166666666666667;1802.3999999999996;0.23365572207353938;0.5776378831374164;0.9401785714285714;0.574375
93;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;139.32;11.0;0.0;11.0;10;3;0.3;560.0;0.025;0.05833333333333333;0.0875;22;8;0.36363636363636365;1650.8;0.12652956142476376;0.38464894828812296;0.6516768292682927;0.3134375
93;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;137.1;11.0;0.0;11.0;10;2;0.2;560.0;0.025;0.0875;0.13749999999999998;22;12;0.5454545454545454;1650.8;0.23306881511994185;0.4068806954626369;0.5644806338028169;0.5475
94;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;219.92000000000002;17.0;6.0;11.0;10;3;0.3;560.0;0.044642857142857144;0.10416666666666667;0.11249999999999999;26;9;0.34615384615384615;1844.0000000000002;0.14164784301775396;0.4258872834853584;0.7965978854024557;0.30625
94;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;216.2;17.0;0.0;17.0;10;2;0.2;560.0;0.044642857142857144;0.15625;0.22499999999999998;26;9;0.34615384615384615;1844.0000000000002;0.14813245661605204;0.42397357698076577;0.6501436781609196;0.375625
95;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;148.01999999999998;11.0;0.9999999999999994;10.0;10;2;0.2;560.0;0.025;0.0875;0.1625;24;9;0.375;1813.1999999999998;0.12791611515552614;0.34105021367067256;0.5887230514096186;0.2525
95;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;147.9;11.0;4.0;7.0;10;3;0.3;560.0;0.025;0.05833333333333334;0.11250000000000002;24;12;0.5;1813.1999999999998;0.2068848528926167;0.41463802505711606;0.5625990491283677;0.371875
96;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;182.13;14.0;0.0;14.0;10;2;0.2;560.0;0.04107142857142857;0.14375;0.15;30;12;0.4;2220.0000000000005;0.19280729121990028;0.4991662628830443;0.5932291666666667;0.48875
96;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;179.9;14.0;0.0;14.0;10;2;0.2;560.0;0.04107142857142857;0.14375000000000002;0.2625;30;15;0.5;2220.0000000000005;0.2663332910956563;0.5455004722034612;0.9626386962552012;0.7075
97;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;196.10999999999996;14.999999999999998;10.0;4.9999999999999964;10;3;0.3;560.0;0.03928571428571427;0.09166666666666663;0.11249999999999999;22;6;0.2727272727272727;1662.7999999999997;0.09864056894691456;0.3483891492405112;0.8215082908163265;0.29624999999999996
97;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;194.2;15.0;2.0;13.0;10;4;0.4;560.0;0.039285714285714285;0.06875;0.13749999999999998;22;12;0.5454545454545454;1662.7999999999997;0.15703318732444962;0.2949610045768448;0.8807706460937882;0.29625
98;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;187.12;15.0;0.0;15.0;10;1;0.1;560.0;0.033928571428571426;0.23750000000000002;0.23750000000000002;22;8;0.36363636363636365;1646.8;0.21890940004857906;0.5665255438560299;0.8086302570093459;0.26125
98;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;187.1;15.0;0.0;15.0;10;1;0.1;560.0;0.033928571428571426;0.23750000000000002;0.23750000000000002;22;8;0.36363636363636365;1646.8;0.2442995506436726;0.6573370027053729;0.9456113387978141;0.285625
99;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;160.52999999999997;12.0;6.0;5.999999999999999;10;3;0.3;560.0;0.030357142857142857;0.07083333333333332;0.0875;18;7;0.3888888888888889;1405.6000000000001;0.16061423093029634;0.39690265615452397;0.7074374780875612;0.2853125
99;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;160.5;12.0;6.0;6.0;10;3;0.3;560.0;0.030357142857142857;0.07083333333333335;0.11250000000000002;18;3;0.16666666666666666;1405.6000000000001;0.07782040622910112;0.44772339264217736;0.7074374780875612;0.155
100;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;217.66;16.0;13.0;3.0;10;2;0.2;560.0;0.03571428571428571;0.125;0.2125;24;14;0.5833333333333334;1761.8000000000002;0.3677154594510269;0.6326334193764396;0.7751937984496124;0.48812500000000003
100;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;218.2;16.0;10.0;6.0;10;2;0.2;560.0;0.03571428571428571;0.125;0.175;24;14;0.5833333333333334;1761.8000000000002;0.274776055629062;0.4582682608129937;0.7753393492957418;0.36124999999999996
101;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;91.19999999999999;7.0;0.0;7.0;10;1;0.1;560.0;0.019642857142857142;0.1375;0.1375;22;7;0.3181818181818182;1655.6000000000001;0.15838291253926068;0.5303279310487817;0.7060278675282714;0.3862500000000001
101;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;91.2;7.0;0.0;7.0;10;1;0.1;560.0;0.019642857142857142;0.1375;0.1375;22;14;0.6363636363636364;1655.6000000000001;0.3036569068615607;0.4905625050346462;0.8939200680272109;0.889375
102;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;151.32999999999998;12.0;0.0;12.0;10;1;0.1;560.0;0.03214285714285714;0.22499999999999998;0.22499999999999998;24;7;0.2916666666666667;1705.6000000000004;0.1788227016885553;0.58365330387791;0.8394160583941606;0.35187499999999994
102;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;151.4;12.0;0.0;12.0;10;1;0.1;560.0;0.03214285714285714;0.22499999999999998;0.22499999999999998;24;8;0.3333333333333333;1705.6000000000004;0.173545966228893;0.5093954867611203;0.7216494845360825;0.43499999999999994
103;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;178.41;13.0;5.0;8.0;10;3;0.3;560.0;0.04107142857142857;0.09583333333333333;0.13749999999999998;26;8;0.3076923076923077;2045.3999999999996;0.08713355733582012;0.28556882574613657;0.6826347305389222;0.31000000000000005
103;Heuristic;tiny_moderate_low_weak;0.1;moderate;0.75;178.4;13.0;5.0;8.0;10;3;0.3;560.0;0.04107142857142857;0.09583333333333333;0.1375;26;12;0.46153846153846156;2045.3999999999996;0.14699762125944038;0.32592207992691985;0.7938718662952646;0.49875
104;MILP; tiny_moderate_low_weak;0.1;moderate;0.75;214.20000000000002;18.0;0.0;18.0;10;2;0.2;560.0;0.04285714285714286;0.15;0.1875;26;10;0.38461538461538464;2088.0000000000005;0.1353343510536398;0.35926656605298896;0.45255602240896353;0.40750000000000003
