instance;approach;node;node_type;class;graph_density;link_capacity_ratio;charge_node;prob_sharing_NFS
41;Heuristic;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
41;Heuristic;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
41;Heuristic;10;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;MILP;1;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;MILP;2;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;MILP;3;non_access;tiny_moderate_low_strong;0.1;moderate;0.075;0.1
42;MILP;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;MILP;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;MILP;7;access;tiny_moderate_low_strong;0.1;moderate;0.175;0.1
42;MILP;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.0875;0.1
42;MILP;9;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;Heuristic;1;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
42;Heuristic;2;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;Heuristic;3;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;Heuristic;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;Heuristic;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;Heuristic;7;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;Heuristic;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.3125;0.1
42;Heuristic;9;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
42;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;MILP;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;MILP;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;MILP;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;MILP;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
43;MILP;6;access;tiny_moderate_low_strong;0.1;moderate;0.11249999999999999;0.1
43;MILP;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0625;0.1
43;MILP;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;MILP;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;Heuristic;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
43;Heuristic;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;Heuristic;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;Heuristic;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;Heuristic;6;access;tiny_moderate_low_strong;0.1;moderate;0.15000000000000002;0.1
43;Heuristic;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
43;Heuristic;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;Heuristic;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
43;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;1;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;2;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;3;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
44;MILP;8;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
44;Heuristic;1;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
44;Heuristic;2;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;Heuristic;3;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;Heuristic;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;Heuristic;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;Heuristic;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
44;Heuristic;8;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;Heuristic;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
44;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.1875;0.1
45;MILP;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;MILP;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;MILP;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.15000000000000002;0.1
45;MILP;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;MILP;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;MILP;8;access;tiny_moderate_low_strong;0.1;moderate;0.037499999999999985;0.1
45;MILP;9;access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
45;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;Heuristic;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;Heuristic;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;Heuristic;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.2;0.1
45;Heuristic;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;Heuristic;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
45;Heuristic;8;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;Heuristic;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
45;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;MILP;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.1375;0.1
46;MILP;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;MILP;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;MILP;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;MILP;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.08750000000000001;0.1
46;MILP;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;MILP;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;MILP;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;Heuristic;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.18750000000000003;0.1
46;Heuristic;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;Heuristic;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;Heuristic;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;Heuristic;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
46;Heuristic;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
46;Heuristic;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;Heuristic;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
46;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;MILP;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;MILP;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;MILP;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
47;MILP;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;MILP;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;MILP;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;MILP;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;MILP;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.08750000000000001;0.1
47;MILP;10;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;Heuristic;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;Heuristic;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;Heuristic;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.08750000000000001;0.1
47;Heuristic;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;Heuristic;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;Heuristic;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;Heuristic;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
47;Heuristic;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
47;Heuristic;10;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;MILP;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;MILP;3;access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
48;MILP;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.175;0.1
48;MILP;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;MILP;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;MILP;8;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;MILP;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
48;MILP;10;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;Heuristic;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;Heuristic;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;Heuristic;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.23750000000000004;0.1
48;Heuristic;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.05;0.1
48;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;Heuristic;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;Heuristic;8;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;Heuristic;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
48;Heuristic;10;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
49;MILP;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
49;Heuristic;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;Heuristic;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;Heuristic;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
49;Heuristic;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;Heuristic;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
49;Heuristic;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;Heuristic;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
49;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
50;MILP;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;MILP;2;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;MILP;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;MILP;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.11250000000000002;0.1
50;MILP;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;MILP;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;MILP;7;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;MILP;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;MILP;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.07500000000000001;0.1
50;Heuristic;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;Heuristic;2;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;Heuristic;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;Heuristic;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.11250000000000002;0.1
50;Heuristic;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;Heuristic;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;Heuristic;7;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;Heuristic;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;Heuristic;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
50;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.07500000000000001;0.1
51;MILP;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;MILP;2;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;MILP;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;MILP;4;access;tiny_moderate_low_strong;0.1;moderate;0.05;0.1
51;MILP;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;MILP;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0625;0.1
51;MILP;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;MILP;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;MILP;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0625;0.1
51;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
51;Heuristic;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;Heuristic;2;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;Heuristic;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;Heuristic;4;access;tiny_moderate_low_strong;0.1;moderate;0.075;0.1
51;Heuristic;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;Heuristic;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;Heuristic;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;Heuristic;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
51;Heuristic;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0625;0.1
51;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0625;0.1
52;MILP;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;MILP;2;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;MILP;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;MILP;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;MILP;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.0625;0.1
52;MILP;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;MILP;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;MILP;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;MILP;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
52;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;Heuristic;1;access;tiny_moderate_low_strong;0.1;moderate;0.037500000000000006;0.1
52;Heuristic;2;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;Heuristic;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;Heuristic;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;Heuristic;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
52;Heuristic;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;Heuristic;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;Heuristic;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
52;Heuristic;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
52;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;MILP;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
53;MILP;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;MILP;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;MILP;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;MILP;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.07500000000000001;0.1
53;MILP;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;MILP;8;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;MILP;9;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;Heuristic;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.1875;0.1
53;Heuristic;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;Heuristic;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;Heuristic;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;Heuristic;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
53;Heuristic;7;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;Heuristic;8;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;Heuristic;9;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
53;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;2;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;3;non_access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
54;MILP;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;7;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
54;Heuristic;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;Heuristic;2;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;Heuristic;3;non_access;tiny_moderate_low_strong;0.1;moderate;0.15;0.1
54;Heuristic;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;Heuristic;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;Heuristic;7;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;Heuristic;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;Heuristic;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
54;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.05;0.1
55;MILP;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;MILP;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;MILP;4;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;MILP;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.037500000000000006;0.1
55;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;MILP;7;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;MILP;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;MILP;9;access;tiny_moderate_low_strong;0.1;moderate;0.049999999999999975;0.1
55;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
55;Heuristic;1;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.07500000000000001;0.1
55;Heuristic;3;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;Heuristic;4;access;tiny_moderate_low_strong;0.1;moderate;0.05;0.1
55;Heuristic;5;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;Heuristic;7;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;Heuristic;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
55;Heuristic;9;access;tiny_moderate_low_strong;0.1;moderate;0.05;0.1
55;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.037500000000000006;0.1
56;MILP;1;non_access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
56;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;MILP;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;MILP;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
56;MILP;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;MILP;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;MILP;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;MILP;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;MILP;10;access;tiny_moderate_low_strong;0.1;moderate;0.04999999999999999;0.1
56;Heuristic;1;non_access;tiny_moderate_low_strong;0.1;moderate;0.0125;0.1
56;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;Heuristic;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;Heuristic;4;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
56;Heuristic;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;Heuristic;7;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;Heuristic;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;Heuristic;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
56;Heuristic;10;access;tiny_moderate_low_strong;0.1;moderate;0.05;0.1
57;MILP;1;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;MILP;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
57;MILP;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;MILP;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;MILP;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;MILP;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;MILP;7;access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
57;MILP;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;MILP;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
57;Heuristic;1;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
57;Heuristic;2;non_access;tiny_moderate_low_strong;0.1;moderate;0.125;0.1
57;Heuristic;3;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;Heuristic;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;Heuristic;5;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;Heuristic;6;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;Heuristic;7;access;tiny_moderate_low_strong;0.1;moderate;0.1;0.1
57;Heuristic;8;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;Heuristic;9;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
57;Heuristic;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;2;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;3;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;7;access;tiny_moderate_low_strong;0.1;moderate;0.07500000000000001;0.1
58;MILP;8;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;9;non_access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;MILP;10;non_access;tiny_moderate_low_strong;0.1;moderate;0.1625;0.1
58;Heuristic;1;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;Heuristic;2;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;Heuristic;3;non_access;tiny_moderate_low_strong;0.1;moderate;0.025;0.1
58;Heuristic;4;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;Heuristic;5;access;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
58;Heuristic;6;app;tiny_moderate_low_strong;0.1;moderate;0.0;0.1
